chrom	start	end	num	list	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-T1/narrow/SCC-ChIC-PMC-DRO-T1_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-T5/narrow/SCC-ChIC-PMC-DRO-T5_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/bulkChIC-PMC-DRO-016/narrow/bulkChIC-PMC-DRO-016_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-bulkChIC-PMC-DRO-008/narrow/SCC-bulkChIC-PMC-DRO-008_paired_control_peaks.narrowPeak
chr8	123844882	123845218	1	4	0	0	0	1
chr8	123873815	123874247	1	4	0	0	0	1
chr8	123875868	123876139	1	4	0	0	0	1
chr8	123910814	123911156	1	3	0	0	1	0
chr8	123922086	123922625	1	4	0	0	0	1
chr8	124041419	124041802	1	4	0	0	0	1
chr8	124090504	124090755	1	3	0	0	1	0
chr8	124141275	124141615	1	4	0	0	0	1
chr8	124181464	124181985	1	4	0	0	0	1
chr8	124239767	124239838	1	4	0	0	0	1
chr8	124239838	124240104	2	3,4	0	0	1	1
chr8	124240104	124240105	1	4	0	0	0	1
chr8	124254613	124254917	1	4	0	0	0	1
chr8	124262652	124263344	1	4	0	0	0	1
chr8	124271178	124272057	1	4	0	0	0	1
chr8	124527361	124527677	1	4	0	0	0	1
chr8	124571055	124571485	1	4	0	0	0	1
chr8	124654046	124654604	1	4	0	0	0	1
chr8	124665992	124666586	1	4	0	0	0	1
chr8	124669192	124670145	1	4	0	0	0	1
chr8	124715309	124715627	1	4	0	0	0	1
chr8	124750512	124751070	1	4	0	0	0	1
chr8	124828643	124829325	1	4	0	0	0	1
chr8	124834571	124835225	1	4	0	0	0	1
chr8	125029786	125030278	1	4	0	0	0	1
chr8	125098432	125098739	1	4	0	0	0	1
chr8	125120476	125121047	1	4	0	0	0	1
chr8	125175288	125175901	1	4	0	0	0	1
chr8	125273978	125274288	1	4	0	0	0	1
chr8	125278079	125278842	1	4	0	0	0	1
chr8	125289934	125290374	1	4	0	0	0	1
chr8	125291416	125291916	1	4	0	0	0	1
chr8	125378741	125379295	1	4	0	0	0	1
chr8	125466364	125466795	1	4	0	0	0	1
chr8	125501984	125502341	1	4	0	0	0	1
chr8	125525096	125525824	1	4	0	0	0	1
chr8	125575854	125577349	1	4	0	0	0	1
chr8	125579009	125580399	1	4	0	0	0	1
chr8	125593725	125594019	2	3,4	0	0	1	1
chr8	125594019	125594486	1	4	0	0	0	1
chr8	125602449	125603118	1	4	0	0	0	1
chr8	125606312	125606901	1	4	0	0	0	1
chr8	125625280	125625583	1	3	0	0	1	0
chr8	125630723	125631099	1	4	0	0	0	1
chr8	125637411	125637763	1	4	0	0	0	1
chr8	125641020	125642081	1	4	0	0	0	1
chr8	125644606	125645064	1	4	0	0	0	1
chr8	125653809	125654106	1	4	0	0	0	1
chr8	125664367	125664807	1	4	0	0	0	1
chr8	125665654	125666232	1	4	0	0	0	1
chr8	125680523	125680891	1	4	0	0	0	1
chr8	125696719	125697454	1	4	0	0	0	1
chr8	125699947	125701221	1	4	0	0	0	1
chr8	125701856	125702215	1	4	0	0	0	1
chr8	125702496	125702904	1	4	0	0	0	1
chr8	125727294	125727592	1	4	0	0	0	1
chr8	125761803	125762095	1	4	0	0	0	1
chr8	125804191	125804607	1	4	0	0	0	1
chr8	125821958	125822500	1	4	0	0	0	1
chr8	125831101	125831953	1	4	0	0	0	1
chr8	125878987	125879421	1	3	0	0	1	0
chr8	125914618	125914898	1	3	0	0	1	0
chr8	125940213	125940523	1	4	0	0	0	1
chr8	125942288	125942561	1	4	0	0	0	1
chr8	125949964	125950294	1	3	0	0	1	0
chr8	126071230	126071777	1	4	0	0	0	1
chr8	126084087	126084623	1	4	0	0	0	1
chr8	126133148	126133698	1	4	0	0	0	1
chr8	126142944	126143680	1	4	0	0	0	1
chr8	126249409	126249784	1	4	0	0	0	1
chr8	126252710	126253595	1	4	0	0	0	1
chr8	126254692	126255196	1	4	0	0	0	1
chr8	126295544	126296000	1	4	0	0	0	1
chr8	126334208	126334490	1	3	0	0	1	0
chr8	126374288	126374477	1	4	0	0	0	1
chr8	126374477	126374952	2	3,4	0	0	1	1
chr8	126374952	126374980	1	4	0	0	0	1
chr8	126375383	126375766	1	4	0	0	0	1
chr8	126389798	126390159	1	4	0	0	0	1
chr8	126411221	126411605	1	4	0	0	0	1
chr8	126433421	126433956	1	4	0	0	0	1
chr8	126435911	126436521	1	4	0	0	0	1
chr8	126449326	126449889	1	4	0	0	0	1
chr8	126453839	126454193	1	4	0	0	0	1
chr8	126505889	126506582	1	4	0	0	0	1
chr8	126525517	126525783	1	3	0	0	1	0
chr8	126536242	126536581	1	4	0	0	0	1
chr8	126568898	126569174	1	4	0	0	0	1
chr8	126583216	126584002	1	4	0	0	0	1
chr8	126589216	126589977	1	4	0	0	0	1
chr8	126595353	126595916	1	4	0	0	0	1
chr8	126621021	126621500	1	4	0	0	0	1
chr8	126749340	126749756	1	4	0	0	0	1
chr8	126767137	126767562	1	4	0	0	0	1
chr8	126776499	126776911	1	4	0	0	0	1
chr8	126833773	126834087	1	4	0	0	0	1
chr8	126841999	126842327	1	4	0	0	0	1
chr8	126862692	126863060	1	4	0	0	0	1
chr8	126895785	126896052	1	3	0	0	1	0
chr8	126917163	126917504	1	4	0	0	0	1
chr8	126934372	126934755	1	4	0	0	0	1
chr8	126934755	126935010	2	3,4	0	0	1	1
chr8	126935010	126935049	1	4	0	0	0	1
chr8	126968745	126969073	1	4	0	0	0	1
chr8	127035631	127036214	1	4	0	0	0	1
chr8	127038590	127039175	1	4	0	0	0	1
chr8	127041378	127041550	1	4	0	0	0	1
chr8	127041550	127041871	2	3,4	0	0	1	1
chr8	127041871	127042326	1	4	0	0	0	1
chr8	127052423	127053087	1	4	0	0	0	1
chr8	127059143	127059435	1	4	0	0	0	1
chr8	127070336	127070619	1	3	0	0	1	0
chr8	127087222	127087692	1	3	0	0	1	0
chr8	127210051	127210700	1	4	0	0	0	1
chr8	127222763	127223149	1	4	0	0	0	1
chr8	127228203	127228478	1	4	0	0	0	1
chr8	127252101	127252430	1	4	0	0	0	1
chr8	127395392	127395790	1	3	0	0	1	0
chr8	127398535	127398826	1	4	0	0	0	1
chr8	127400798	127401624	1	4	0	0	0	1
chr8	127403351	127403897	1	4	0	0	0	1
chr8	127470707	127471008	1	4	0	0	0	1
chr8	127563115	127564066	1	4	0	0	0	1
chr8	127590569	127590883	1	3	0	0	1	0
chr8	127596428	127596893	1	4	0	0	0	1
chr8	127629477	127630048	1	4	0	0	0	1
chr8	127662674	127663200	1	4	0	0	0	1
chr8	127684121	127684667	1	4	0	0	0	1
chr8	127820314	127820841	1	4	0	0	0	1
chr8	127824159	127824494	1	4	0	0	0	1
chr8	127853934	127854355	1	4	0	0	0	1
chr8	127876540	127877198	1	4	0	0	0	1
chr8	127884594	127885412	1	4	0	0	0	1
chr8	127924948	127925620	1	4	0	0	0	1
chr8	128035273	128035798	1	4	0	0	0	1
chr8	128076453	128077531	1	4	0	0	0	1
chr8	128088674	128089048	1	4	0	0	0	1
chr8	128108844	128109351	1	4	0	0	0	1
chr8	128176663	128177866	1	4	0	0	0	1
chr8	128183122	128183481	1	4	0	0	0	1
chr8	128216474	128216841	1	4	0	0	0	1
chr8	128240347	128240742	1	4	0	0	0	1
chr8	128315449	128315770	1	4	0	0	0	1
chr8	128361451	128361999	1	4	0	0	0	1
chr8	128452380	128452809	1	4	0	0	0	1
chr8	128550393	128550672	1	4	0	0	0	1
chr8	128610821	128611096	1	3	0	0	1	0
chr8	128637118	128637840	1	4	0	0	0	1
chr8	128876385	128876688	1	3	0	0	1	0
chr8	128883140	128883778	1	4	0	0	0	1
chr8	128942691	128942984	1	4	0	0	0	1
chr8	128993440	128993583	1	4	0	0	0	1
chr8	128993583	128993943	2	3,4	0	0	1	1
chr8	128993943	128994363	1	4	0	0	0	1
chr8	129020810	129021096	1	3	0	0	1	0
chr8	129057658	129057966	1	4	0	0	0	1
chr8	129405154	129405559	1	4	0	0	0	1
chr8	129464364	129464617	1	3	0	0	1	0
chr8	129514329	129514750	1	4	0	0	0	1
chr8	129593855	129594290	1	3	0	0	1	0
chr8	129594949	129595223	1	3	0	0	1	0
chr8	129609398	129609733	1	4	0	0	0	1
chr8	129617330	129617950	1	4	0	0	0	1
chr8	129648358	129648782	1	4	0	0	0	1
chr8	129685488	129686110	1	4	0	0	0	1
chr8	129703954	129704243	1	4	0	0	0	1
chr8	129708243	129708515	1	4	0	0	0	1
chr8	129764781	129765155	1	4	0	0	0	1
chr8	129813550	129813845	1	3	0	0	1	0
chr8	129883606	129883947	1	4	0	0	0	1
chr8	129949206	129949487	1	4	0	0	0	1
chr8	129976120	129976447	1	4	0	0	0	1
chr8	129999782	130000361	1	4	0	0	0	1
chr8	130029080	130029802	1	4	0	0	0	1
chr8	130037020	130037574	1	4	0	0	0	1
chr8	130042210	130042766	1	4	0	0	0	1
chr8	130067924	130068423	1	4	0	0	0	1
chr8	130105386	130106406	1	4	0	0	0	1
chr8	130112755	130113315	1	4	0	0	0	1
chr8	130154223	130154521	1	4	0	0	0	1
chr8	130157470	130157742	1	3	0	0	1	0
chr8	130193612	130194376	1	4	0	0	0	1
chr8	130194840	130195207	1	4	0	0	0	1
chr8	130210439	130211539	1	4	0	0	0	1
chr8	130225173	130225513	1	4	0	0	0	1
chr8	130230518	130230855	1	4	0	0	0	1
chr8	130266017	130266335	1	4	0	0	0	1
chr8	130372741	130373314	1	4	0	0	0	1
chr8	130396341	130397018	1	4	0	0	0	1
chr8	130428585	130428924	1	4	0	0	0	1
chr8	130454201	130454477	1	4	0	0	0	1
chr8	130502929	130503877	1	4	0	0	0	1
chr8	130527925	130528486	1	4	0	0	0	1
chr8	130541647	130542194	1	4	0	0	0	1
chr8	130692064	130692871	1	4	0	0	0	1
chr8	130700542	130700834	1	4	0	0	0	1
chr8	130703158	130703429	1	4	0	0	0	1
chr8	130747679	130747947	1	3	0	0	1	0
chr8	130762022	130762025	1	4	0	0	0	1
chr8	130762025	130762095	2	3,4	0	0	1	1
chr8	130762095	130762343	3	1,3,4	1	0	1	1
chr8	130762343	130762517	2	3,4	0	0	1	1
chr8	130762517	130762875	1	4	0	0	0	1
chr8	130792278	130792957	1	3	0	0	1	0
chr8	130851296	130851581	1	3	0	0	1	0
chr8	130893157	130893649	1	4	0	0	0	1
chr8	130929375	130929646	1	4	0	0	0	1
chr8	130941935	130942321	1	4	0	0	0	1
chr8	130971432	130971847	1	4	0	0	0	1
chr8	130996273	130996636	1	4	0	0	0	1
chr8	131075939	131076222	1	4	0	0	0	1
chr8	131112279	131112535	1	3	0	0	1	0
chr8	131113401	131113824	1	4	0	0	0	1
chr8	131125435	131125761	1	4	0	0	0	1
chr8	131149476	131149789	1	3	0	0	1	0
chr8	131151221	131151633	1	4	0	0	0	1
chr8	131207827	131208279	1	4	0	0	0	1
chr8	131218352	131218718	1	4	0	0	0	1
chr8	131260081	131260426	1	4	0	0	0	1
chr8	131288639	131288921	1	4	0	0	0	1
chr8	131307414	131307745	1	4	0	0	0	1
chr8	131430216	131430499	1	4	0	0	0	1
chr8	131543177	131543466	1	4	0	0	0	1
chr8	131568856	131569186	1	4	0	0	0	1
chr8	131585923	131586296	1	4	0	0	0	1
chr8	131722064	131722392	1	4	0	0	0	1
chr8	131796482	131796850	1	4	0	0	0	1
chr8	131816050	131817472	1	4	0	0	0	1
chr8	131845584	131845997	1	4	0	0	0	1
chr8	131856926	131858268	1	4	0	0	0	1
chr8	131859832	131860126	1	4	0	0	0	1
chr8	131876403	131876778	1	4	0	0	0	1
chr8	131988906	131989177	1	4	0	0	0	1
chr8	132118635	132119127	1	4	0	0	0	1
chr8	132120171	132120758	1	4	0	0	0	1
chr8	132215217	132216199	1	4	0	0	0	1
chr8	132217836	132218040	1	1	1	0	0	0
chr8	132293133	132293161	1	4	0	0	0	1
chr8	132293161	132293581	2	3,4	0	0	1	1
chr8	132293581	132293855	1	4	0	0	0	1
chr8	132314277	132314570	1	4	0	0	0	1
chr8	132318582	132319062	1	4	0	0	0	1
chr8	132350831	132351111	1	4	0	0	0	1
chr8	132398317	132399066	1	4	0	0	0	1
chr8	132413518	132413519	1	3	0	0	1	0
chr8	132413519	132413778	2	3,4	0	0	1	1
chr8	132413778	132413834	1	4	0	0	0	1
chr8	132459290	132459924	1	4	0	0	0	1
chr8	132631586	132631859	1	4	0	0	0	1
chr8	132695650	132696059	1	4	0	0	0	1
chr8	132703716	132704875	1	4	0	0	0	1
chr8	132716808	132717101	1	4	0	0	0	1
chr8	132735041	132735333	1	4	0	0	0	1
chr8	132751020	132751335	1	4	0	0	0	1
chr8	132794417	132794739	1	2	0	1	0	0
chr8	132828547	132829092	1	4	0	0	0	1
chr8	132830560	132830904	1	3	0	0	1	0
chr8	132864102	132864383	1	4	0	0	0	1
chr8	132880997	132881467	1	4	0	0	0	1
chr8	132881467	132881781	2	3,4	0	0	1	1
chr8	132881781	132882156	1	4	0	0	0	1
chr8	132903270	132903982	1	4	0	0	0	1
chr8	132920751	132921451	1	4	0	0	0	1
chr8	132955399	132955796	1	4	0	0	0	1
chr8	133048307	133049813	1	4	0	0	0	1
chr8	133103724	133104084	1	4	0	0	0	1
chr8	133144068	133144624	1	4	0	0	0	1
chr8	133174545	133174910	1	4	0	0	0	1
chr8	133187078	133187341	1	3	0	0	1	0
chr8	133194819	133195268	1	4	0	0	0	1
chr8	133212021	133212447	1	4	0	0	0	1
chr8	133212447	133212864	2	3,4	0	0	1	1
chr8	133212864	133212888	1	4	0	0	0	1
chr8	133241773	133242859	1	4	0	0	0	1
chr8	133265738	133266555	1	4	0	0	0	1
chr8	133310083	133310415	1	4	0	0	0	1
chr8	133320099	133321389	1	4	0	0	0	1
chr8	133341535	133341945	1	4	0	0	0	1
chr8	133343365	133343664	1	4	0	0	0	1
chr8	133350541	133350923	1	4	0	0	0	1
chr8	133356802	133357133	1	4	0	0	0	1
chr8	133362880	133363283	1	4	0	0	0	1
chr8	133375341	133376329	1	4	0	0	0	1
chr8	133377494	133377991	1	4	0	0	0	1
chr8	133381768	133382326	1	4	0	0	0	1
chr8	133427994	133429140	1	4	0	0	0	1
chr8	133451148	133451969	1	4	0	0	0	1
chr8	133529922	133530470	1	4	0	0	0	1
chr8	133532944	133533326	1	4	0	0	0	1
chr8	133533326	133533600	2	3,4	0	0	1	1
chr8	133533600	133533630	1	4	0	0	0	1
chr8	133551982	133552323	1	4	0	0	0	1
chr8	133645808	133646112	1	4	0	0	0	1
chr8	133725162	133725485	1	4	0	0	0	1
chr8	133729767	133729927	1	4	0	0	0	1
chr8	133729927	133730235	2	3,4	0	0	1	1
chr8	133730235	133730246	1	4	0	0	0	1
chr8	133766716	133767132	1	3	0	0	1	0
chr8	133954344	133954698	1	4	0	0	0	1
chr8	133993810	133994157	1	4	0	0	0	1
chr8	134021264	134021651	1	4	0	0	0	1
chr8	134034770	134035062	1	3	0	0	1	0
chr8	134069600	134069945	1	4	0	0	0	1
chr8	134085923	134086249	1	3	0	0	1	0
chr8	134101091	134101516	1	4	0	0	0	1
chr8	134148663	134149242	1	3	0	0	1	0
chr8	134420819	134421086	1	3	0	0	1	0
chr8	134460822	134461038	1	4	0	0	0	1
chr8	134461038	134461404	2	3,4	0	0	1	1
chr8	134461404	134461484	1	3	0	0	1	0
chr8	134537882	134538136	1	3	0	0	1	0
chr8	134581165	134581486	1	4	0	0	0	1
chr8	134587447	134588060	1	4	0	0	0	1
chr8	134709113	134709418	1	4	0	0	0	1
chr8	134734861	134735135	1	4	0	0	0	1
chr8	134740459	134741243	1	4	0	0	0	1
chr8	134743809	134744269	1	4	0	0	0	1
chr8	134746055	134746415	1	4	0	0	0	1
chr8	134765150	134765516	1	4	0	0	0	1
chr8	134778073	134778830	1	4	0	0	0	1
chr8	134793810	134795319	1	4	0	0	0	1
chr8	134797363	134797606	1	4	0	0	0	1
chr8	134797606	134797860	2	1,4	1	0	0	1
chr8	134832328	134832938	1	4	0	0	0	1
chr8	134858022	134858552	1	4	0	0	0	1
chr8	134892544	134893163	1	4	0	0	0	1
chr8	134983128	134983441	1	4	0	0	0	1
chr8	135054433	135054726	1	3	0	0	1	0
chr8	135096121	135096637	1	4	0	0	0	1
chr8	135143597	135144119	1	3	0	0	1	0
chr8	135173222	135173485	1	3	0	0	1	0
chr8	135178531	135179273	1	4	0	0	0	1
chr8	135186853	135187196	1	4	0	0	0	1
chr8	135189680	135190179	1	4	0	0	0	1
chr8	135191424	135191765	1	4	0	0	0	1
chr8	135228420	135228560	1	4	0	0	0	1
chr8	135228560	135228828	4	1,2,3,4	1	1	1	1
chr8	135228828	135228834	3	1,3,4	1	0	1	1
chr8	135228834	135228997	2	3,4	0	0	1	1
chr8	135228997	135229108	1	4	0	0	0	1
chr8	135231076	135231441	1	4	0	0	0	1
chr8	135277850	135278465	1	3	0	0	1	0
chr8	135282352	135283070	1	4	0	0	0	1
chr8	135367335	135367931	1	4	0	0	0	1
chr8	135372676	135373585	1	4	0	0	0	1
chr8	135499440	135500003	1	4	0	0	0	1
chr8	135555073	135555381	1	4	0	0	0	1
chr8	135563207	135563538	1	4	0	0	0	1
chr8	135600103	135600419	1	4	0	0	0	1
chr8	135601702	135601772	1	4	0	0	0	1
chr8	135601772	135602120	2	3,4	0	0	1	1
chr8	135602120	135602523	1	4	0	0	0	1
chr8	135628218	135628617	1	4	0	0	0	1
chr8	135704957	135706084	1	4	0	0	0	1
chr8	135828433	135828757	1	4	0	0	0	1
chr8	135838500	135838831	1	3	0	0	1	0
chr8	135900111	135900392	1	4	0	0	0	1
chr8	135964081	135964352	1	4	0	0	0	1
chr8	135973187	135973504	1	4	0	0	0	1
chr8	135989396	135989691	1	3	0	0	1	0
chr8	136061188	136061541	1	4	0	0	0	1
chr8	136180426	136180764	1	4	0	0	0	1
chr8	136199862	136200341	1	4	0	0	0	1
chr8	136288158	136288458	1	4	0	0	0	1
chr8	136296106	136296510	1	4	0	0	0	1
chr8	136319819	136320115	1	4	0	0	0	1
chr8	136521480	136521786	1	4	0	0	0	1
chr8	136619457	136619830	1	4	0	0	0	1
chr8	136660154	136660568	1	4	0	0	0	1
chr8	136868392	136868857	1	3	0	0	1	0
chr8	136876073	136876395	1	3	0	0	1	0
chr8	136925253	136925532	1	3	0	0	1	0
chr8	137015861	137016300	1	4	0	0	0	1
chr8	137061231	137061531	1	4	0	0	0	1
chr8	137114086	137114422	1	4	0	0	0	1
chr8	137136133	137136493	1	4	0	0	0	1
chr8	137190007	137190319	1	4	0	0	0	1
chr8	137318109	137318491	1	4	0	0	0	1
chr8	137422292	137422635	1	4	0	0	0	1
chr8	137633788	137634117	1	4	0	0	0	1
chr8	137670634	137671313	1	4	0	0	0	1
chr8	137720462	137720753	1	3	0	0	1	0
chr8	137725630	137726002	1	4	0	0	0	1
chr8	138008958	138009946	1	4	0	0	0	1
chr8	138056704	138057183	1	3	0	0	1	0
chr8	138095906	138096306	1	4	0	0	0	1
chr8	138174125	138174502	1	4	0	0	0	1
chr8	138260608	138260927	1	4	0	0	0	1
chr8	138512056	138512363	1	3	0	0	1	0
chr8	138564849	138565440	1	4	0	0	0	1
chr8	138592876	138593169	1	4	0	0	0	1
chr8	138597206	138597464	1	3	0	0	1	0
chr8	138637951	138638211	2	3,4	0	0	1	1
chr8	138638211	138638373	1	4	0	0	0	1
chr8	138777728	138777995	1	3	0	0	1	0
chr8	138783978	138784294	1	4	0	0	0	1
chr8	138805214	138805584	1	4	0	0	0	1
chr8	138876166	138876472	1	4	0	0	0	1
chr8	138948025	138948279	1	3	0	0	1	0
chr8	139189949	139190207	1	3	0	0	1	0
chr8	139218245	139218541	1	4	0	0	0	1
chr8	139226924	139227254	1	4	0	0	0	1
chr8	139247582	139247879	1	4	0	0	0	1
chr8	139258314	139258401	1	3	0	0	1	0
chr8	139258401	139258638	2	3,4	0	0	1	1
chr8	139258638	139258776	1	4	0	0	0	1
chr8	139323853	139324331	1	4	0	0	0	1
chr8	139331910	139332774	1	4	0	0	0	1
chr8	139332774	139333147	2	3,4	0	0	1	1
chr8	139333147	139333370	3	2,3,4	0	1	1	1
chr8	139333370	139333555	2	3,4	0	0	1	1
chr8	139333555	139333556	1	4	0	0	0	1
chr8	139355099	139355421	1	4	0	0	0	1
chr8	139405881	139406256	1	4	0	0	0	1
chr8	139471172	139471506	1	4	0	0	0	1
chr8	139519377	139519692	1	4	0	0	0	1
chr8	139533297	139533597	1	3	0	0	1	0
chr8	139542446	139542737	1	4	0	0	0	1
chr8	139752511	139752790	1	4	0	0	0	1
chr8	139778866	139779152	1	4	0	0	0	1
chr8	139924672	139925104	1	4	0	0	0	1
chr8	139926115	139926567	1	4	0	0	0	1
chr8	139950651	139950937	1	4	0	0	0	1
chr8	139959759	139960290	1	4	0	0	0	1
chr8	139982772	139983411	1	4	0	0	0	1
chr8	140048880	140049211	1	4	0	0	0	1
chr8	140108551	140109067	1	4	0	0	0	1
chr8	140114560	140114812	1	3	0	0	1	0
chr8	140120676	140121104	1	4	0	0	0	1
chr8	140179926	140180474	1	4	0	0	0	1
chr8	140192231	140192959	1	4	0	0	0	1
chr8	140193722	140194105	1	4	0	0	0	1
chr8	140224682	140224954	1	4	0	0	0	1
chr8	140337683	140338177	1	4	0	0	0	1
chr8	140341146	140341777	1	4	0	0	0	1
chr8	140393592	140394009	1	4	0	0	0	1
chr8	140412432	140412543	1	4	0	0	0	1
chr8	140412543	140412827	2	1,4	1	0	0	1
chr8	140412827	140412893	1	4	0	0	0	1
chr8	140444988	140445342	1	4	0	0	0	1
chr8	140729912	140730390	1	4	0	0	0	1
chr8	140733814	140734826	1	4	0	0	0	1
chr8	140830886	140831246	1	4	0	0	0	1
chr8	140834806	140835377	1	4	0	0	0	1
chr8	140897960	140898292	1	4	0	0	0	1
chr8	140900147	140900407	1	3	0	0	1	0
chr8	140953439	140953711	1	4	0	0	0	1
chr8	140975829	140976341	1	4	0	0	0	1
chr8	140987605	140988049	1	4	0	0	0	1
chr8	141017396	141017824	1	4	0	0	0	1
chr8	141019748	141020123	1	4	0	0	0	1
chr8	141022338	141022640	1	4	0	0	0	1
chr8	141028448	141029053	1	4	0	0	0	1
chr8	141037700	141038040	1	4	0	0	0	1
chr8	141050586	141050959	1	4	0	0	0	1
chr8	141054989	141055346	1	4	0	0	0	1
chr8	141066646	141066736	1	4	0	0	0	1
chr8	141066736	141067048	2	3,4	0	0	1	1
chr8	141067048	141067070	1	3	0	0	1	0
chr8	141073167	141073520	1	4	0	0	0	1
chr8	141146501	141146991	1	4	0	0	0	1
chr8	141147620	141148237	1	4	0	0	0	1
chr8	141154184	141154583	1	4	0	0	0	1
chr8	141157341	141157704	1	4	0	0	0	1
chr8	141158048	141158615	1	4	0	0	0	1
chr8	141174853	141175279	1	4	0	0	0	1
chr8	141226948	141227750	1	4	0	0	0	1
chr8	141235101	141235559	1	4	0	0	0	1
chr8	141239362	141240074	1	4	0	0	0	1
chr8	141276479	141277364	1	4	0	0	0	1
chr8	141287075	141287358	1	4	0	0	0	1
chr8	141295140	141295573	1	4	0	0	0	1
chr8	141779194	141779494	1	4	0	0	0	1
chr8	141839411	141839732	1	4	0	0	0	1
chr8	141865434	141865908	1	4	0	0	0	1
chr8	141869708	141870080	1	4	0	0	0	1
chr8	141901233	141901541	1	4	0	0	0	1
chr8	142119456	142119992	1	4	0	0	0	1
chr8	142200877	142201570	1	4	0	0	0	1
chr8	142309852	142310406	1	4	0	0	0	1
chr8	142310406	142310500	2	3,4	0	0	1	1
chr8	142310500	142310712	3	1,3,4	1	0	1	1
chr8	142310712	142310719	2	3,4	0	0	1	1
chr8	142310719	142310896	1	4	0	0	0	1
chr8	142453184	142453402	1	2	0	1	0	0
chr8	142629536	142630249	1	4	0	0	0	1
chr8	142676320	142676754	1	4	0	0	0	1
chr8	142788395	142788832	1	4	0	0	0	1
chr8	142864723	142865140	1	4	0	0	0	1
chr8	142920286	142920548	1	3	0	0	1	0
chr8	142950728	142951436	1	4	0	0	0	1
chr8	143000139	143000561	1	4	0	0	0	1
chr8	143005758	143006121	1	4	0	0	0	1
chr8	143015844	143016168	1	4	0	0	0	1
chr8	143032718	143033026	1	4	0	0	0	1
chr8	143117784	143118331	1	4	0	0	0	1
chr8	143219322	143219767	1	4	0	0	0	1
chr8	143298297	143298836	1	4	0	0	0	1
chr8	143355550	143356096	1	4	0	0	0	1
chr8	143512399	143512744	1	4	0	0	0	1
chr8	144121809	144122100	1	4	0	0	0	1
chr8	144730929	144731402	1	4	0	0	0	1
chr8	144886141	144886644	1	4	0	0	0	1
chr9	267907	268308	1	3	0	0	1	0
chr9	295404	295748	1	4	0	0	0	1
chr9	337466	337740	1	4	0	0	0	1
chr9	390785	391559	1	4	0	0	0	1
chr9	470187	470483	1	4	0	0	0	1
chr9	563246	563564	1	4	0	0	0	1
chr9	571146	571832	1	4	0	0	0	1
chr9	573898	574476	1	4	0	0	0	1
chr9	592494	592814	1	4	0	0	0	1
chr9	594025	594297	1	3	0	0	1	0
chr9	613681	614576	1	4	0	0	0	1
chr9	649224	649591	1	4	0	0	0	1
chr9	668130	668445	1	4	0	0	0	1
chr9	696513	697188	1	4	0	0	0	1
chr9	727817	728112	1	4	0	0	0	1
chr9	866818	867134	1	4	0	0	0	1
chr9	892830	893121	1	3	0	0	1	0
chr9	1018333	1018658	1	4	0	0	0	1
chr9	1028469	1028926	1	4	0	0	0	1
chr9	1081440	1081749	1	3	0	0	1	0
chr9	1108361	1108660	1	3	0	0	1	0
chr9	1456746	1457090	1	4	0	0	0	1
chr9	1632373	1632861	1	4	0	0	0	1
chr9	1659624	1659940	1	3	0	0	1	0
chr9	1804062	1804491	1	4	0	0	0	1
chr9	1853373	1853626	1	3	0	0	1	0
chr9	1992034	1992365	1	3	0	0	1	0
chr9	2132688	2133001	1	4	0	0	0	1
chr9	2134377	2134666	1	4	0	0	0	1
chr9	2143476	2143755	1	4	0	0	0	1
chr9	2171536	2172235	1	4	0	0	0	1
chr9	2213772	2214240	1	3	0	0	1	0
chr9	2257390	2257984	1	4	0	0	0	1
chr9	2280955	2281642	1	4	0	0	0	1
chr9	2292444	2292777	1	4	0	0	0	1
chr9	2512719	2512995	1	3	0	0	1	0
chr9	2513267	2514075	1	4	0	0	0	1
chr9	2559318	2559859	1	4	0	0	0	1
chr9	2722678	2723153	1	4	0	0	0	1
chr9	2816841	2817138	1	4	0	0	0	1
chr9	2818051	2818596	1	4	0	0	0	1
chr9	2876259	2876573	1	4	0	0	0	1
chr9	2883571	2883899	1	4	0	0	0	1
chr9	2938028	2938473	1	4	0	0	0	1
chr9	2971974	2972357	1	4	0	0	0	1
chr9	3035599	3035940	1	3	0	0	1	0
chr9	3044183	3044462	1	4	0	0	0	1
chr9	3117418	3118239	1	4	0	0	0	1
chr9	3186636	3186948	1	4	0	0	0	1
chr9	3205651	3206152	1	4	0	0	0	1
chr9	3259707	3260019	1	4	0	0	0	1
chr9	3394648	3394966	1	4	0	0	0	1
chr9	3475467	3475750	1	4	0	0	0	1
chr9	3542707	3542986	1	4	0	0	0	1
chr9	3607935	3608201	1	3	0	0	1	0
chr9	3740560	3741316	1	4	0	0	0	1
chr9	3746132	3746518	1	4	0	0	0	1
chr9	3747887	3748166	1	3	0	0	1	0
chr9	3748810	3749461	1	4	0	0	0	1
chr9	3755929	3756213	1	4	0	0	0	1
chr9	3809610	3810209	1	4	0	0	0	1
